scenario,profile,loss_pct,domain,status,measurement_status,profile,baseline_rtt_ms,baseline_ttfb_ms,pass_ttfb_ms,hybrid_ttfb_ms,fail_ttfb_ms,selected_ttfb_ms,pqc_ttfb_ms,extra_flights,degradation_pct,packet_loss_pct,hybrid_loss_threshold_pct,cbom_migration_risk,cbom_migration_reason,error
model-fail,fail,3.5,nseindia.com,fail,pass,fail,12.31,86.27,81.85,169.01,331.94,331.94,331.94,2,284.77,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,bseindia.com,fail,pass,fail,13.84,89.5,84.91,175.51,339.59,339.59,339.59,2,279.45,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,economictimes.indiatimes.com,fail,pass,fail,12.77,87.24,82.77,170.96,334.24,334.24,334.24,2,283.13,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,livemint.com,fail,pass,fail,27.19,117.64,111.61,232.25,406.34,406.34,406.34,2,245.42,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,moneycontrol.com,fail,pass,fail,13.3,88.36,83.83,173.22,336.89,336.89,336.89,2,281.28,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,epaper.timesgroup.com,fail,pass,fail,2.11,64.77,61.45,125.66,280.94,280.94,280.94,2,333.76,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,hungama.com,fail,pass,fail,212.95,625.37,593.33,1255.84,1895.54,1895.54,1895.54,2,203.11,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,wynk.in,fail,pass,fail,20.44,103.41,98.11,203.56,372.59,372.59,372.59,2,260.31,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,jiosaavn.com,fail,pass,fail,262.86,770.22,730.76,1547.83,2336.29,2336.29,2336.29,2,203.33,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,gaana.com,fail,pass,fail,13.24,88.23,83.71,172.96,336.59,336.59,336.59,2,281.49,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,mxplayer.in,fail,pass,fail,17.15,96.47,91.53,189.58,356.14,356.14,356.14,2,269.16,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,altbalaji.com,fail,pass,fail,10.97,83.45,79.17,163.31,325.24,325.24,325.24,2,289.76,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,voot.com,fail,pass,fail,21.09,104.78,99.41,206.32,375.84,375.84,375.84,2,258.7,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,bsnl.co.in,fail,hybrid,fail,180.0,529.75,502.61,1063.07,1604.56,1604.56,1604.56,2,202.89,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,profiling timed out
model-fail,fail,3.5,vi.com,fail,pass,fail,20.22,102.94,97.67,202.63,371.49,371.49,371.49,2,260.87,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,airtel.in,fail,pass,fail,249.29,730.83,693.39,1468.44,2216.46,2216.46,2216.46,2,203.28,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,jio.com,fail,pass,fail,238.37,699.15,663.33,1404.55,2120.03,2120.03,2120.03,2,203.23,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,sonyliv.com,fail,pass,fail,180.31,530.65,503.46,1064.88,1607.3,1607.3,1607.3,2,202.89,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,zee5.com,fail,pass,fail,13.37,88.5,83.97,173.51,337.24,337.24,337.24,2,281.04,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,hotstar.com,fail,pass,fail,59.91,186.61,177.05,371.31,569.94,569.94,569.94,2,205.42,3.5,0.7,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,anandabazar.com,fail,pass,fail,2.7,66.01,62.63,128.17,283.89,283.89,283.89,2,330.06,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,lokmat.com,fail,pass,fail,17.12,96.41,91.47,189.45,355.99,355.99,355.99,2,269.25,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,dinamalar.com,fail,pass,fail,211.8,622.04,590.17,1249.11,1885.39,1885.39,1885.39,2,203.1,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,dailythanthi.com,fail,pass,fail,15.18,92.32,87.59,181.21,346.29,346.29,346.29,2,275.1,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,sakshi.com,fail,pass,fail,22.07,106.84,101.37,210.49,380.74,380.74,380.74,2,256.35,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,eenadu.net,fail,pass,fail,235.89,691.95,656.5,1390.05,2098.12,2098.12,2098.12,2,203.22,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,manoramaonline.com,fail,pass,fail,19.64,101.72,96.51,200.16,368.59,368.59,368.59,2,262.35,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,mathrubhumi.com,fail,pass,fail,236.63,694.1,658.54,1394.37,2104.66,2104.66,2104.66,2,203.22,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,malayalam.samayam.com,fail,pass,fail,14.71,91.33,86.65,179.21,343.94,343.94,343.94,2,276.59,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,patrika.com,fail,pass,fail,16.3,94.68,89.83,185.97,351.89,351.89,351.89,2,271.66,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,livehindustan.com,fail,pass,fail,14.36,90.59,85.95,177.72,342.19,342.19,342.19,2,277.73,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,navbharattimes.indiatimes.com,fail,pass,fail,14.78,91.48,86.79,179.51,344.29,344.29,344.29,2,276.37,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,amarujala.com,fail,pass,fail,14.84,91.6,86.91,179.76,344.59,344.59,344.59,2,276.18,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,jagran.com,fail,pass,fail,22.13,106.97,101.49,210.74,381.04,381.04,381.04,2,256.21,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,bhaskar.com,fail,pass,fail,237.94,697.9,662.14,1402.04,2116.23,2116.23,2116.23,2,203.23,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,aajtak.in,fail,pass,fail,19.52,101.47,96.27,199.65,367.99,367.99,367.99,2,262.66,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,abplive.com,fail,pass,fail,12.57,86.82,82.37,170.11,333.24,333.24,333.24,2,283.84,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,zeenews.india.com,fail,pass,fail,13.58,88.95,84.39,174.41,338.29,338.29,338.29,2,280.33,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,republicworld.com,fail,pass,fail,20.76,104.08,98.75,204.92,374.19,374.19,374.19,2,259.51,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,opindia.com,fail,pass,fail,1.96,64.45,61.15,125.02,280.19,280.19,280.19,2,334.73,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,thewire.in,fail,pass,fail,23.89,110.68,105.01,218.22,389.84,389.84,389.84,2,252.22,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,scroll.in,hybrid,pass,fail,1.63,63.76,60.49,123.62,278.54,278.54,278.54,2,336.88,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,theprint.in,fail,pass,fail,24.85,112.7,106.93,222.3,394.64,394.64,394.64,2,250.16,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,firstpost.com,fail,pass,fail,13.07,87.87,83.37,172.24,335.74,335.74,335.74,2,282.08,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,indiatoday.in,fail,pass,fail,22.09,106.89,101.41,210.57,380.84,380.84,380.84,2,256.3,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,news18.com,fail,pass,fail,13.94,89.71,85.11,175.94,340.09,340.09,340.09,2,279.12,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,indianexpress.com,fail,pass,fail,12.84,87.39,82.91,171.26,334.59,334.59,334.59,2,282.88,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,hindustantimes.com,fail,pass,fail,12.4,86.46,82.03,169.39,332.39,332.39,332.39,2,284.45,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,thehindu.com,hybrid,pass,fail,1.91,64.35,61.05,124.81,279.94,279.94,279.94,2,335.05,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,ndtv.com,fail,pass,fail,13.54,88.86,84.31,174.24,338.09,338.09,338.09,2,280.46,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,timesofindia.indiatimes.com,fail,pass,fail,14.19,90.23,85.61,177.0,341.34,341.34,341.34,2,278.29,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,healthkart.com,fail,pass,fail,5.09,71.05,67.41,138.32,295.84,295.84,295.84,2,316.38,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,apollo247.com,fail,pass,fail,19.6,101.64,96.43,199.99,368.39,368.39,368.39,2,262.46,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,netmeds.com,fail,pass,fail,81.8,244.77,232.23,488.56,737.37,737.37,737.37,2,201.25,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,1mg.com,fail,pass,fail,2.22,65.0,61.67,126.13,281.49,281.49,281.49,2,333.06,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,pharmeasy.in,fail,pass,fail,14.88,91.69,86.99,179.93,344.79,344.79,344.79,2,276.05,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,mfine.co,fail,pass,fail,236.46,693.61,658.07,1393.38,2103.16,2103.16,2103.16,2,203.22,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,boat-lifestyle.com,fail,pass,fail,46.08,157.46,149.39,312.53,500.79,500.79,500.79,2,218.05,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,bewakoof.com,fail,pass,fail,15.68,93.37,88.59,183.33,348.79,348.79,348.79,2,273.54,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,urbancompany.com,fail,pass,fail,2.63,65.86,62.49,127.87,283.54,283.54,283.54,2,330.49,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,sulekha.com,fail,pass,fail,82.06,245.52,232.94,490.08,739.67,739.67,739.67,2,201.27,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,justdial.com,fail,pass,fail,13.11,87.96,83.45,172.41,335.94,335.94,335.94,2,281.94,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,tradeindia.com,fail,pass,fail,15.68,93.37,88.59,183.33,348.79,348.79,348.79,2,273.54,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,indiamart.com,fail,pass,fail,19.38,101.17,95.99,199.06,367.29,367.29,367.29,2,263.03,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,urbanladder.com,fail,pass,fail,241.72,708.87,672.55,1424.15,2149.61,2149.61,2149.61,2,203.25,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,pepperfry.com,fail,pass,fail,14.99,91.92,87.21,180.4,345.34,345.34,345.34,2,275.7,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,shopclues.com,fail,pass,fail,234.85,688.93,653.63,1383.96,2088.94,2088.94,2088.94,2,203.22,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,snapdeal.com,fail,pass,fail,258.0,756.12,717.38,1519.4,2293.38,2293.38,2293.38,2,203.31,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,firstcry.com,fail,pass,fail,260.87,764.45,725.28,1536.19,2318.72,2318.72,2318.72,2,203.32,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,jiomart.com,fail,pass,fail,19.44,101.3,96.11,199.31,367.59,367.59,367.59,2,262.87,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,tatacliq.com,fail,pass,fail,2.33,65.23,61.89,126.59,282.04,282.04,282.04,2,332.36,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,reliancedigital.in,fail,pass,fail,17.96,98.18,93.15,193.02,360.19,360.19,360.19,2,266.87,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,croma.com,fail,pass,fail,13.14,88.02,83.51,172.54,336.09,336.09,336.09,2,281.84,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,lenskart.com,fail,pass,fail,16.37,94.83,89.97,186.26,352.24,352.24,352.24,2,271.45,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,cred.club,fail,pass,fail,13.62,89.03,84.47,174.58,338.49,338.49,338.49,2,280.19,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,mobikwik.com,fail,pass,fail,13.25,88.25,83.73,173.0,336.64,336.64,336.64,2,281.46,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,freecharge.in,fail,pass,fail,239.03,701.06,665.14,1408.42,2125.85,2125.85,2125.85,2,203.23,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,phonepe.com,fail,pass,fail,13.36,88.48,83.95,173.47,337.19,337.19,337.19,2,281.08,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,paytm.com,fail,pass,fail,12.16,85.95,81.55,168.37,331.19,331.19,331.19,2,285.31,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,bookmyshow.com,fail,pass,fail,2.21,64.98,61.65,126.08,281.44,281.44,281.44,2,333.12,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,uber.com,fail,pass,fail,17.39,96.98,92.01,190.6,357.34,357.34,357.34,2,268.47,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,olacabs.com,fail,pass,fail,230.04,674.97,640.39,1355.82,2046.46,2046.46,2046.46,2,203.19,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,olaelectric.com,fail,pass,fail,230.76,677.06,642.37,1360.03,2052.82,2052.82,2052.82,2,203.2,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,irctc.co.in,fail,pass,fail,261.02,764.88,725.69,1537.07,2320.05,2320.05,2320.05,2,203.32,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,redbus.in,fail,pass,fail,179.62,528.64,501.56,1060.84,1601.21,1601.21,1601.21,2,202.89,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,cleartrip.com,fail,pass,fail,41.52,147.84,140.27,293.15,477.99,477.99,477.99,2,223.31,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,yatra.com,fail,pass,fail,12.92,87.56,83.07,171.6,334.99,334.99,334.99,2,282.6,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,goibibo.com,fail,pass,fail,11.32,84.18,79.87,164.8,326.99,326.99,326.99,2,288.43,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,makemytrip.com,fail,pass,fail,11.18,83.89,79.59,164.21,326.29,326.29,326.29,2,288.96,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,zeptonow.com,fail,pass,fail,62.61,192.3,182.45,382.78,583.44,583.44,583.44,2,203.4,3.5,0.2,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,blinkit.com,fail,pass,fail,2.16,64.87,61.55,125.87,281.19,281.19,281.19,2,333.44,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,bigbasket.com,fail,pass,fail,263.76,772.82,733.23,1553.1,2344.24,2344.24,2344.24,2,203.33,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,swiggy.com,fail,pass,fail,177.7,523.08,496.28,1049.61,1584.25,1584.25,1584.25,2,202.87,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,zomato.com,fail,pass,fail,194.56,572.01,542.7,1148.25,1733.14,1733.14,1733.14,2,202.99,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,nykaa.com,fail,pass,fail,20.32,103.15,97.87,203.05,371.99,371.99,371.99,2,260.61,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,meesho.com,fail,pass,fail,18.61,99.55,94.45,195.78,363.44,363.44,363.44,2,265.08,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,ajio.com,fail,pass,fail,251.68,737.77,699.97,1482.42,2237.57,2237.57,2237.57,2,203.29,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,myntra.com,fail,pass,fail,22.02,106.74,101.27,210.28,380.49,380.49,380.49,2,256.47,3.5,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-fail,fail,3.5,flipkart.com,fail,pass,fail,255.99,750.28,711.84,1507.64,2275.63,2275.63,2275.63,2,203.3,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-fail,fail,3.5,amazon.in,fail,pass,fail,138.01,407.9,387.0,817.41,1233.75,1233.75,1233.75,2,202.47,3.5,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
